"Fuente","Título","Autor","Editorial","ISSN-e","ISSN","ISBN","Volumén","Número","Páginas"
"Artículo","The effect of congruence in policy priorities on electoral participation","Stefanie Reher","Electoral Studies: An international Journal","","","","","","158-172"
"Artículo","Mechanisms of endospore inactivation under high pressure","Kai Reineke, Alexander Mathys, Volker Heinz, Dietrich Knorr","Trends in microbiology","","","","","","296-304"
"Artículo","Local campaign activity and voting","Colin Rallings, Michael Thrasher, Galina Borisyuk","Electoral Studies: An international Journal","","","","","","285-293"
"Artículo","Practical optical gain by an extended Hakki-Paoli method","M. Vanzi, G. Marcello, G. Mura, G. Le Galès, S. Joly, Y. Deshayes, L. Béchou","Microelectronics reliability","","","","","","579-583"
"Artículo","Statistics shows that economic prosperity needs both high scientific productivity and complex technological knowledge, but in different ways","Klaus Jaffe, Alfredo Ríos, Astrid Florez","Interciencia: Revista de ciencia y tecnología de América","","","","","","150-156"
"Artículo","Piecewise affine regression via recursive multiple least squares and multicategory discrimination","Valentina Breschi, Dario Piga, Alberto Bemporad","Automatica: A journal of IFAC the International Federation of Automatic Control","","","","","","155-162"
"Artículo","Herramientas informáticas para el análisis cualitativo de la imagen audiovisual: nuevos recursos para la investigación en comunicación","Miguel Vicente Mariño, Belén Monclús","Comunicació i risc: III Congrés Internacional Associació Espanyola d'Investigació de la Comunicació","","","978-84-615-5678-6","","",""
"Artículo","Estado nutricional e uso de suplementos alimentares por acadêmicos de Nutrição da Universidade Federal do Tocantins","Vitória Maciel de Sá, Milka Alves Carvalho, Ab-Laine Castro Guedes, Jannyne Batista dos Santos, Lisandra Maciel de Sá, Lúcia Helena Almeida Gratão, Guilherme Nobre do Nascimento","Revista Brasileira de Nutriçao Esportiva","","","","","","724-732"
"Artículo","‘Haz lo que puedas’. Un estudio de caso sobre diversidad funcional y Educación Física","Daniel Martos i García, Javier Monforte","Ágora para la educación física y el deporte","","","","","","52-73"
"Artículo","Quantitative comparison of bone mineral density characteristics of the distal epiphysis of third metacarpal bones from Thoroughbred racehorses with or without condylar fracture","Sophie H. Bogers, Chris W. Rogers, Charlotte Bolwell, Wendi Roe, Erica Gee, C. Wayne McLlwraith","American Journal of Veterinary Research","","","","","",""
"Artículo","Participación en una sociedad científica de estudiantes de Medicina asociada a la producción científica extracurricular en Latinoamérica","Christian R. Mejía, Mario J. Valladares Garrido, Carla Almanza Mio, Dayanne Benites Gamboa","Educación médica","","","","","","99-103"
"Artículo","Considerações sobre a disponibilidade dos tópicos de Astronomia em livros didáticos de Física do PNLD 2018","Gustavo Fontoura Souza, Janilson Simões de Azevedo Filho","Caderno Brasileiro de Ensino de Física","","","","","","66-83"
"Artículo","Structural estimation of price adjustment costs in the European car market","Carlos Noton","International journal of industrial organization","","","","","","105-147"
"Artículo","Junior coalition parties in the British context: Explaining the Liberal Democrat collapse at the 2015 general election","Craig Johnson, Alia Middleton","Electoral Studies: An international Journal","","","","","","63-71"
"Artículo","Chapter Twenty-Eight - To Market, To Market—2012","Joanne Bronson, Amelia Black, T. G. Murali Dhar, Bruce A. Ellsworth, J. Robert Merritt","Annual reports in medicinal chemistry","","","","","","471-546"
"Artículo","National well-being policy and a weighted approach to human feelings","Gus O'Donnell, Andrew J. Oswald","Ecological Economics","","","","","","59-70"
"Artículo","Perceived Internet privacy concerns on social networks in Europe","Grazia Cecere, Fabrice Le Guel, Nicolas Soulié","Technological Forecasting and Social Change","","","","","","277-287"
"Artículo","Patenting rationales of academic entrepreneurs in weak and strong organizational regimes","Sascha G. Walter, Arne Schmidt, Achim Walter","Research Policy","","","","","","533-545"
"Artículo","Fate, activity, and impact of ingested bacteria within the human gut microbiota","Muriel Derrien, Johan E.T. van Hylckama Vlieg","Trends in microbiology","","","","","","354-366"
"Artículo","Confused or competent?: How voters use the STV ballot paper","John Curtice, Michael Marsh","Electoral Studies: An international Journal","","","","","","146-158"
"Artículo","An overall probability of winning heuristic for complex risky decisions: : Choice and eye fixation evidence","Vinod Venkatraman, John W. Payne, Scott A. Huettel","Organizational Behavior and Human Decision Processes","","","","","","73-87"
"Artículo","The elusive wage-benefit trade-off: : The case of employer-provided health insurance","Jed DeVaro, Nan L. Maxwell","International journal of industrial organization","","","","","","23-37"
"Artículo","Selection biases in Voting Advice Application research","Joëlle Pianzola","Electoral Studies: An international Journal","","","","","","272-280"
"Artículo","TNF superfamily in inflammatory disease: translating basic insights","Michael Croft, Wei Duan, Heonsik Choi, So Young Eun, Shravan Madireddi, Amit Mehta","Trends in immunology","","","","","","144-152"
"Artículo","Assessing methods of identifying management forecasts: CIG vs. researcher collected","Elizabeth Chuk, Dawn Matsumoto, Gregory S. Miller","Journal of accounting and economics","","","","","","23-42"
"Artículo","Spindle asymmetry: a compass for the cell,","Justine Kusch, Yves Barral, Dimitris Liakopoulos","Trends in cell biology","","","","","","562-569"
"Artículo","Mensuração da produção científica e tecnológica de pesquisadores da Universidade Federal de Sergipe após a lei de inovação","Edmara Thays Neres Menezes, Suzana Leitão Russo, José Augusto Andrade Filho, Iracema Machado de Aragão Gomes, Luara Lázaro Gomes dos Santos","Razón y palabra","","","","","",""
"Artículo","Cidadania, relações étnico-raciais e educação: desafios e potencialidades do ensino de Ciências","Douglas Verrangia, Petronilha Beatriz Gonçalves e Silva","Educaçao e Pesquisa: Revista da Faculdade de Educação da Universidade de São Paulo","","","","","","705-718"
"Artículo","Análisis del patrimonio presente en los libros de texto: obstáculos, dificultades y propuestas","Jesús Estepa Giménez, Mario Ferreras-Listán, Inmaculada López Cruz, Hortensia Morón-Monge","Revista de educación","","","","","","573-588"
"Artículo","Calidad de vida, desempeño académico y variables sociodemográficas en estudiantes universitarios de Santa Marta-Colombia","Ivone Tatiana Brito Jiménez, Juan Jorge Palacios","Duazary: Revista internacional de Ciencias de la Salud","","","","","","133-141"
"Artículo","Estudio de causas de deserción de los estudiantes de la universidad tecnológica de pereira entre enero/2000 diciembre/2004 utilizando la técnica de analisis de correspondencias simples.","Álvaro Antonio Trejos Carpintero, Patricia Carvajal Olaya, Carlos Arturo Caro Isaza","Scientia et Technica","","","","","","261-266"
"Artículo","Currículo flexible por competencias y calidad de formación profesional en la facultad de ciencias sociales de la UNA-Puno","Félix Huanca Rojas","COMUNI@CCIÓN: Revista de Investigación en Comunicación y Desarrollo","","","","","",""
"Artículo","¿Existe relación entre los perfiles de investigación de los IPs y la calificación de sus propuestas de investigación?: el caso de las ciencias sociales","Susana Sánchez Gil, Elías Sanz Casado","Revista iberoamericana de psicología y salud","","","","","","137-158"
"Artículo","La tutoría académica y la investigación histórica en la escuela de ciencias sociales de la Universidad Nacional de Chimborazo (Ecuador)","Y. Roque Herrera, Santiago Alonso-García, Pedro Ángel Valdivia Moral","Trances: Transmisión del conocimiento educativo y de la salud","","","","","","23-46"
"Artículo","La Homosexualidad: reflexión desde la teología y moral católicas","Waldo Romo P.","Ciencias religiosas","","","","","","179-203"
"Artículo","Una aproximación a la dimensión regional de los programas de posgrado en Ciencias Sociales en México","Norma Georgina Gutiérrez Serrano","Perfiles educativos","","","","","","47-69"
"Artículo","Redes sociales como tecnologías de educación","Rosa María Ortega Sánchez, Katya González Jiménez","Revista Científica Teorías","","","","","","27-37"
"Artículo","Analíticas de aprendizaje en educación superior: una revisión de la literatura científica de impacto","María Pilar Cáceres Reche, Antonio Manuel Rodríguez García, Gerardo Gómez García, Carmen Rodríguez Jiménez","IJERI: International journal of Educational Research and Innovation","","","","","","32-46"
"Artículo","Indicadores cienciométricos y altmétricos para la identificación de líderes científicos","Emilio Alberto Ortiz Torres, Yoan Viamontes Garrido","Palabra Clave ( La Plata )","","","","","",""
"Artículo","Los problemas medioambientales en la formación del profesorado de educación primaria","José Antonio López Fernández, Montserrat Oller","REIDICS: Revista de Investigación en Didáctica de las Ciencias Sociales","","","","","","93-109"
"Artículo","Relación entre instrumentalidad y expresividad en jóvenes universitarios","Laura Fabiola Nuñez Udave, Mariela Fernanda Acosta Ramirez, Rosa Isabel Garza Sánchez, José González Tovar","Realidades: Revista de la Facultad de Trabajo Social y Desarrollo Humano. Universidad Autónoma de Nuevo León","","","","","","89-115"
"Artículo","Percepciones sobre las aportaciones del Aprendizaje-Servicio a la docencia universitaria y a los aprendizajes en el ámbito de la Educación Física: Una perspectiva autobiográfica desde los relatos cruzados del profesorado","Marc Franco Sola, Sara Figueras Comas, Josep Campos, Enric M. Sebastiani Obrador","Contextos educativos: Revista de educación","","","","","","65-81"
"Artículo","Then and now: A reconsideration of the first corpus of scientific English","John M. Swales","Ibérica: Revista de la Asociación Europea de Lenguas para Fines Específicos ( AELFE )","","","","","","5-21"
"Artículo","Object-oriented software fault prediction using neural networks","S. Kanmani, V. Rhymend Uthariaraj, V. Sankaranarayanan, P. Thambidurai","Information and software technology","","","","","","483-492"
"Artículo","Effect of Teaching Using Charts, Real Specimens and Videos on Secondary School Students’ Achievement in Mammalian Skeletal System Concepts","Rafiu Ademola Olatoye","Ensayos: Revista de la Facultad de Educación de Albacete","","","","","","63-75"
"Artículo","The Role of ITs in Improving Teaching Quality in Schools: A Multicase Study","José Luis Aróstegui Plaza, José Luís Guerrero","REMIE: Multidisciplinary Journal of Educational Research","","","","","","101-124"
